TAZID,commercial,resident,industrial,public,transport,other
436,0.16328,0.158042,0.164733,0.155977,0.185438,0.172531
437,0.163401,0.15788,0.164765,0.155955,0.185176,0.172823
438,0.161861,0.157214,0.165277,0.155995,0.187044,0.172609
439,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
440,0.161813,0.157101,0.165402,0.156068,0.187092,0.172524
441,0.164919,0.15873,0.164105,0.155619,0.184148,0.172478
442,0.159032,0.154911,0.166129,0.155742,0.19125,0.172936
443,0.160403,0.156062,0.165982,0.155522,0.189414,0.172618
444,0.160773,0.156257,0.165745,0.155661,0.188851,0.172712
445,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
446,0.158879,0.154794,0.166649,0.155528,0.19137,0.172779
447,0.162981,0.158183,0.164881,0.15556,0.186291,0.172104
448,0.158601,0.154557,0.165996,0.155284,0.192612,0.172952
449,0.162701,0.157544,0.164883,0.156333,0.185825,0.172713
450,0.169536,0.162438,0.159708,0.155186,0.18143,0.171702
451,0.157483,0.154177,0.166697,0.15452,0.195535,0.171587
452,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
453,0.160809,0.156368,0.165559,0.155945,0.188586,0.172734
454,0.162915,0.158373,0.164799,0.155837,0.186346,0.17173
455,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
456,0.158588,0.15435,0.166376,0.154806,0.193197,0.172684
457,0.158727,0.154516,0.166499,0.155152,0.192335,0.17277
458,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
459,0.16163,0.15717,0.165466,0.155868,0.187552,0.172314
460,0.163321,0.157997,0.164764,0.155968,0.185314,0.172636
461,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
462,0.166643,0.16006,0.162585,0.155357,0.183152,0.172204
463,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
464,0.161215,0.156616,0.16551,0.155825,0.188207,0.172627
465,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
466,0.161362,0.156983,0.16533,0.156173,0.187532,0.17262
467,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
468,0.158834,0.154727,0.166483,0.155103,0.192018,0.172835
469,0.166857,0.159806,0.162403,0.155635,0.18292,0.172379
470,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
471,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
472,0.158607,0.154484,0.166475,0.155295,0.192698,0.172441
473,0.162519,0.157399,0.165297,0.156236,0.186052,0.172497
474,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
475,0.161898,0.157054,0.165473,0.156076,0.186982,0.172517
476,0.163652,0.158005,0.164328,0.15639,0.184596,0.173029
477,0.158829,0.154782,0.166297,0.15547,0.191726,0.172897
478,0.161866,0.15713,0.165377,0.155926,0.187303,0.172398
479,0.158729,0.154601,0.166454,0.155059,0.192132,0.173025
480,0.163516,0.157958,0.164417,0.156631,0.18457,0.172908
481,0.161606,0.156663,0.16541,0.156232,0.187412,0.172678
482,0.158941,0.154715,0.166182,0.1556,0.191552,0.173011
483,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
484,0.161902,0.157008,0.165637,0.155743,0.187286,0.172425
485,0.161029,0.156562,0.165643,0.1556,0.188517,0.17265
486,0.161094,0.156524,0.165864,0.155524,0.188426,0.172568
487,0.161999,0.157029,0.1653,0.156195,0.187036,0.172441
488,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
489,0.166493,0.160025,0.162868,0.155167,0.183774,0.171674
490,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
491,0.161076,0.156613,0.165814,0.155761,0.188186,0.17255
492,0.158575,0.15436,0.166707,0.155048,0.1924,0.17291
493,0.157492,0.15429,0.166592,0.15509,0.194095,0.172441
494,0.160452,0.156283,0.165873,0.155498,0.189398,0.172495
495,0.166353,0.160255,0.162656,0.155369,0.183917,0.17145
496,0.163336,0.158024,0.164568,0.156051,0.184954,0.173068
497,0.161715,0.157117,0.165643,0.155843,0.187316,0.172365
498,0.159891,0.155562,0.166311,0.15538,0.190341,0.172515
499,0.161472,0.156695,0.165378,0.156247,0.187649,0.172559
500,0.161058,0.156702,0.165623,0.155674,0.188313,0.172629
501,0.15857,0.1544,0.166465,0.155169,0.192679,0.172717
502,0.158426,0.154473,0.166628,0.155003,0.19293,0.17254
503,0.16477,0.158984,0.164196,0.155442,0.184539,0.172069
504,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
505,0.16331,0.157929,0.164811,0.156181,0.185192,0.172576
506,0.165016,0.158731,0.164257,0.155479,0.18401,0.172506
507,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
508,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
509,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
510,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
511,0.166773,0.159913,0.162448,0.155887,0.182714,0.172265
512,0.166725,0.159862,0.162728,0.155304,0.183095,0.172286
513,0.166039,0.160373,0.162692,0.155241,0.184318,0.171337
514,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
515,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
516,0.163277,0.158087,0.164903,0.155966,0.185263,0.172505
517,0.160709,0.156204,0.165905,0.155761,0.188839,0.172582
518,0.158493,0.154655,0.166168,0.155261,0.192633,0.172789
519,0.165532,0.158915,0.163763,0.155612,0.183431,0.172747
520,0.160094,0.155952,0.166243,0.155207,0.189947,0.172556
521,0.158978,0.154962,0.166516,0.155276,0.191498,0.172771
522,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
523,0.163479,0.158008,0.164576,0.156347,0.184799,0.172791
524,0.15849,0.154394,0.1666,0.154884,0.192902,0.17273
525,0.169529,0.162266,0.159708,0.155311,0.181301,0.171885
526,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
527,0.166519,0.16006,0.162554,0.155374,0.183215,0.172279
528,0.157615,0.154215,0.166926,0.1544,0.195285,0.171559
529,0.165151,0.158586,0.164177,0.155662,0.183903,0.17252
530,0.166119,0.160525,0.162779,0.155261,0.184515,0.170801
531,0.163505,0.157932,0.164712,0.156148,0.184914,0.172788
532,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
533,0.169545,0.162297,0.159689,0.155278,0.181225,0.171966
534,0.164977,0.158657,0.164029,0.155707,0.18406,0.17257
535,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
536,0.169453,0.162526,0.159706,0.155148,0.18146,0.171706
537,0.168272,0.161457,0.161038,0.155291,0.182327,0.171615
538,0.161136,0.156587,0.165782,0.155866,0.188054,0.172575
539,0.163177,0.15787,0.164939,0.156037,0.185463,0.172514
540,0.162025,0.157178,0.165373,0.155984,0.186775,0.172664
541,0.163508,0.157956,0.164681,0.156256,0.184717,0.172881
542,0.161866,0.15721,0.165194,0.156192,0.186956,0.172583
543,0.158482,0.154361,0.166693,0.154666,0.193014,0.172784
544,0.167855,0.16096,0.161561,0.155257,0.182374,0.171992
545,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
546,0.162873,0.158254,0.16482,0.156068,0.186385,0.1716
547,0.163199,0.158099,0.164943,0.155867,0.185642,0.172251
548,0.169341,0.162525,0.159605,0.155378,0.181534,0.171618
549,0.168281,0.161379,0.161086,0.155189,0.182201,0.171862
550,0.166552,0.15991,0.162603,0.15532,0.184044,0.17157
551,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
552,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
553,0.160766,0.156373,0.165623,0.155958,0.188638,0.172642
554,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
555,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
556,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
557,0.161252,0.156425,0.16565,0.155891,0.188267,0.172516
558,0.161135,0.156497,0.165825,0.155568,0.188439,0.172537
559,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
560,0.15869,0.154575,0.166593,0.15522,0.192081,0.172841
561,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
562,0.16321,0.158007,0.16476,0.15582,0.185617,0.172586
563,0.161071,0.156595,0.165742,0.155656,0.188445,0.172491
564,0.158687,0.154326,0.166595,0.154968,0.192456,0.172966
565,0.158527,0.154437,0.166306,0.155196,0.19268,0.172853
566,0.166602,0.15997,0.162697,0.155699,0.182958,0.172075
567,0.161918,0.157098,0.165312,0.155966,0.187038,0.172668
568,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
569,0.158972,0.154995,0.166151,0.155368,0.191262,0.173252
570,0.160252,0.156085,0.165899,0.155469,0.189663,0.172631
571,0.164995,0.158615,0.164373,0.155514,0.184075,0.172429
572,0.161135,0.156515,0.165863,0.15559,0.188397,0.1725
573,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
574,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
575,0.163528,0.157825,0.164642,0.156215,0.184928,0.172861
576,0.158766,0.15453,0.166553,0.154934,0.192356,0.172861
577,0.158555,0.15423,0.166667,0.154504,0.193071,0.172974
578,0.158009,0.153795,0.166755,0.15476,0.194453,0.172228
579,0.163317,0.15781,0.164917,0.155949,0.1855,0.172507
580,0.160133,0.155899,0.166185,0.155388,0.189843,0.172552
581,0.161723,0.157063,0.16539,0.155905,0.187671,0.172248
582,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
583,0.16671,0.159875,0.162718,0.155386,0.182913,0.172399
584,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
585,0.158685,0.154515,0.166406,0.155258,0.192361,0.172775
586,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
587,0.160713,0.156301,0.165959,0.155546,0.188885,0.172597
588,0.158545,0.154405,0.166628,0.154869,0.192753,0.1728
589,0.169649,0.162204,0.15973,0.155339,0.180975,0.172102
590,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
591,0.158625,0.15423,0.166519,0.154885,0.192983,0.172758
592,0.162059,0.157057,0.165426,0.156054,0.186854,0.17255
593,0.162355,0.15742,0.165297,0.156047,0.186521,0.17236
594,0.158802,0.15464,0.166321,0.155285,0.191863,0.173088
595,0.166293,0.160308,0.162689,0.155287,0.18393,0.171492
596,0.163576,0.157875,0.164785,0.156177,0.184768,0.172819
597,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
598,0.158841,0.154404,0.16664,0.154935,0.192479,0.1727
599,0.160247,0.155664,0.166097,0.155568,0.189811,0.172612
600,0.158879,0.154458,0.166529,0.154955,0.19234,0.17284
601,0.169404,0.162564,0.159648,0.155391,0.181202,0.171791
602,0.166622,0.159978,0.162618,0.155485,0.182985,0.172313
603,0.166707,0.160042,0.16254,0.155436,0.183241,0.172034
604,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
605,0.161995,0.15724,0.165231,0.156194,0.186655,0.172686
606,0.158456,0.154477,0.166431,0.15486,0.192979,0.172797
607,0.158681,0.154754,0.166585,0.155203,0.191929,0.172848
608,0.158829,0.15471,0.166318,0.155132,0.192018,0.172993
609,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
610,0.158629,0.154546,0.166608,0.155087,0.192512,0.172617
611,0.161189,0.156657,0.1655,0.155935,0.188125,0.172594
612,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
613,0.158676,0.154627,0.16656,0.154863,0.19234,0.172935
614,0.162028,0.157267,0.165144,0.156262,0.186547,0.172752
615,0.16211,0.157227,0.165021,0.156551,0.18639,0.172701
616,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
617,0.158814,0.154718,0.166487,0.155638,0.191478,0.172864
618,0.166614,0.160097,0.162522,0.155454,0.183159,0.172156
619,0.163232,0.158003,0.164804,0.155999,0.185625,0.172337
620,0.163255,0.157988,0.165049,0.155875,0.185458,0.172374
621,0.158731,0.154792,0.166308,0.155278,0.192019,0.172872
622,0.162732,0.157531,0.164981,0.156271,0.185753,0.172732
623,0.166657,0.159949,0.162645,0.15538,0.183077,0.172293
624,0.160412,0.156079,0.166027,0.155589,0.189527,0.172366
625,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
626,0.160969,0.156568,0.165864,0.155657,0.188582,0.17236
627,0.166678,0.1604,0.16231,0.155549,0.182986,0.172077
628,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
629,0.163166,0.158015,0.164924,0.155949,0.185525,0.172421
630,0.15878,0.15462,0.166579,0.155025,0.192144,0.172852
631,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
632,0.161203,0.156553,0.165706,0.155877,0.188113,0.172548
633,0.158906,0.154933,0.166163,0.155447,0.191349,0.173203
634,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
635,0.158634,0.154534,0.166455,0.155048,0.192593,0.172735
636,0.15879,0.154824,0.166597,0.155301,0.191525,0.172962
637,0.166615,0.160094,0.162601,0.155467,0.183096,0.172126
638,0.163178,0.158086,0.164976,0.155888,0.185625,0.172247
639,0.163179,0.158112,0.164848,0.156226,0.18505,0.172584
640,0.163784,0.158146,0.164304,0.156299,0.18434,0.173126
641,0.161279,0.1568,0.16541,0.155922,0.187802,0.172787
642,0.166613,0.159781,0.162984,0.155346,0.183041,0.172235
643,0.163502,0.157969,0.164672,0.156291,0.184692,0.172874
644,0.169486,0.162461,0.159763,0.155215,0.181334,0.171741
645,0.164698,0.158846,0.164207,0.155564,0.184515,0.172169
646,0.158582,0.154608,0.166713,0.154792,0.192416,0.172889
647,0.158704,0.154408,0.166845,0.154806,0.192725,0.172512
648,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
649,0.162056,0.157115,0.165336,0.156178,0.186732,0.172583
650,0.166814,0.159742,0.162719,0.155556,0.182681,0.172488
651,0.164659,0.158853,0.164295,0.155589,0.184722,0.171881
652,0.163371,0.158046,0.164688,0.155878,0.185316,0.172701
653,0.158568,0.154445,0.16648,0.155083,0.192417,0.173007
654,0.161659,0.156738,0.165326,0.15617,0.187398,0.17271
655,0.158992,0.154905,0.165871,0.156152,0.191085,0.172995
656,0.166588,0.160124,0.162621,0.155368,0.183195,0.172105
657,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
658,0.158497,0.154218,0.166595,0.155019,0.192804,0.172867
659,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
660,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
661,0.15884,0.154457,0.166345,0.155251,0.192406,0.172702
662,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
663,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
664,0.159013,0.155075,0.166215,0.155257,0.191253,0.173188
665,0.161024,0.156449,0.165708,0.1558,0.188485,0.172534
666,0.160068,0.155992,0.166193,0.155421,0.189986,0.17234
667,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
668,0.158714,0.154911,0.16621,0.15541,0.191422,0.173333
669,0.166682,0.159877,0.162901,0.155255,0.183231,0.172054
670,0.163514,0.157968,0.164513,0.156367,0.184687,0.172951
671,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
672,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
673,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
674,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
675,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
676,0.158921,0.154468,0.166727,0.1546,0.192674,0.172609
677,0.160295,0.155842,0.166183,0.155435,0.189805,0.172441
678,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
679,0.162011,0.157121,0.165152,0.156463,0.186587,0.172666
680,0.164895,0.158764,0.164048,0.155575,0.184143,0.172577
681,0.158779,0.154299,0.16642,0.155141,0.192587,0.172775
682,0.16259,0.157429,0.165119,0.156151,0.186027,0.172684
683,0.158755,0.15464,0.166376,0.155262,0.19205,0.172917
684,0.158471,0.154224,0.166708,0.154775,0.192969,0.172853
685,0.166832,0.15989,0.162661,0.155463,0.183193,0.17196
686,0.169517,0.162355,0.159634,0.155295,0.181367,0.171831
687,0.163264,0.158236,0.164736,0.155805,0.185473,0.172485
688,0.164807,0.158907,0.164112,0.155527,0.184364,0.172283
689,0.161285,0.156545,0.165536,0.15625,0.18771,0.172673
690,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
691,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
692,0.16674,0.159887,0.162587,0.155747,0.182706,0.172333
693,0.158474,0.154531,0.166608,0.154763,0.192758,0.172865
694,0.158799,0.154979,0.166468,0.156001,0.191435,0.172317
695,0.15867,0.154413,0.166707,0.154886,0.192577,0.172747
696,0.158558,0.153933,0.166932,0.154745,0.193183,0.172648
697,0.160333,0.156276,0.166149,0.155405,0.1894,0.172438
698,0.158305,0.154282,0.166604,0.155152,0.192872,0.172785
699,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
700,0.163282,0.157992,0.165041,0.155589,0.185982,0.172114
701,0.15876,0.154336,0.166592,0.154989,0.19242,0.172904
702,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
703,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
704,0.169612,0.162353,0.159507,0.155437,0.181037,0.172053
705,0.158726,0.154637,0.166461,0.155401,0.191803,0.172972
706,0.158017,0.154077,0.166784,0.154659,0.193967,0.172495
707,0.1635,0.158019,0.164648,0.156126,0.184851,0.172856
708,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
709,0.163078,0.157994,0.16508,0.155814,0.186316,0.171718
710,0.161387,0.156554,0.16556,0.15611,0.187896,0.172493
711,0.169583,0.16231,0.159718,0.155232,0.181158,0.171998
712,0.163232,0.158026,0.164952,0.155602,0.186095,0.172093
713,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
714,0.168266,0.161548,0.160913,0.155246,0.182269,0.171757
715,0.161803,0.156918,0.165537,0.156038,0.187318,0.172386
716,0.163071,0.158141,0.164886,0.155884,0.185658,0.172359
717,0.158491,0.154463,0.166606,0.155516,0.192218,0.172705
718,0.161126,0.156354,0.165877,0.155778,0.188397,0.172469
719,0.166946,0.159632,0.162687,0.155507,0.182522,0.172707
720,0.158847,0.154537,0.166375,0.155147,0.192098,0.172997
721,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
722,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
723,0.163326,0.157951,0.164796,0.156061,0.185257,0.17261
724,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
725,0.16216,0.157019,0.165131,0.1563,0.186707,0.172683
726,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
727,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
728,0.158644,0.154112,0.166951,0.154805,0.192925,0.172563
729,0.159017,0.154803,0.166283,0.15542,0.191469,0.173008
730,0.161209,0.156544,0.165653,0.155894,0.188042,0.172659
731,0.166644,0.159918,0.16287,0.155331,0.183138,0.172099
732,0.161191,0.156805,0.165521,0.155956,0.187911,0.172616
733,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
734,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
735,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
736,0.169587,0.162188,0.159708,0.15534,0.181105,0.172073
737,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
738,0.169506,0.162506,0.159648,0.155207,0.181368,0.171766
739,0.166835,0.160054,0.162483,0.155353,0.182868,0.172407
740,0.163318,0.158064,0.164674,0.156056,0.185132,0.172756
741,0.163031,0.158263,0.164822,0.15582,0.185952,0.172112
742,0.166665,0.160032,0.1626,0.155406,0.183076,0.172221
743,0.158923,0.154416,0.16677,0.154759,0.192357,0.172775
744,0.157868,0.153866,0.167059,0.154613,0.194411,0.172184
745,0.161298,0.156711,0.165464,0.156092,0.187778,0.172657
746,0.16021,0.155835,0.16597,0.155763,0.189638,0.172584
747,0.160516,0.156224,0.16615,0.155422,0.189064,0.172624
748,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
749,0.16318,0.157991,0.164847,0.155885,0.185611,0.172487
750,0.166561,0.159935,0.162651,0.15545,0.183251,0.17215
751,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
752,0.171137,0.163693,0.157918,0.154792,0.180192,0.172269
753,0.166581,0.159954,0.162658,0.155388,0.183172,0.172248
754,0.16335,0.157948,0.16471,0.156001,0.18531,0.172681
755,0.160516,0.156125,0.165915,0.155573,0.189231,0.172639
756,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
757,0.163143,0.158169,0.164995,0.155681,0.185782,0.17223
758,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
759,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
760,0.158604,0.154696,0.166379,0.15505,0.192253,0.173017
761,0.163362,0.158107,0.164548,0.156164,0.184916,0.172903
762,0.161195,0.156586,0.165492,0.156055,0.18803,0.172642
763,0.164912,0.158786,0.164097,0.155502,0.184366,0.172338
764,0.161993,0.157358,0.165228,0.156061,0.1867,0.172659
765,0.163365,0.158057,0.164723,0.155953,0.185081,0.172821
766,0.163379,0.157923,0.16484,0.155954,0.185161,0.172743
767,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
768,0.158626,0.154265,0.166573,0.154985,0.192667,0.172885
769,0.166633,0.159963,0.162646,0.155457,0.183018,0.172283
770,0.158529,0.154039,0.166532,0.155073,0.193063,0.172764
771,0.166533,0.16005,0.162588,0.155411,0.183195,0.172222
772,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
773,0.15877,0.154517,0.166494,0.155107,0.192215,0.172897
774,0.158813,0.154715,0.166303,0.155153,0.191803,0.173213
775,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
776,0.164926,0.158545,0.164086,0.15588,0.183925,0.172639
777,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
