TAZ,commercial_commercial,commercial_resident,commercial_industrial,commercial_public,commercial_transport,commercial_other,resident_commercial,resident_resident,resident_industrial,resident_public,resident_transport,resident_other,industrial_commercial,industrial_resident,industrial_industrial,industrial_public,industrial_transport,industrial_other,public_commercial,public_resident,public_industrial,public_public,public_transport,public_other,transport_commercial,transport_resident,transport_industrial,transport_public,transport_transport,transport_other,other_commercial,other_resident,other_industrial,other_public,other_transport,other_other
92,12.0,2.0,2.0,3.0,3.0,0.0,4.0,6.0,3.0,1.0,1.0,3.0,2.0,1.0,10.0,0.0,2.0,3.0,1.0,2.0,3.0,6.0,1.0,3.0,2.0,5.0,2.0,1.0,15.0,2.0,1.0,1.0,3.0,2.0,0.0,10.0
93,14.0,1.0,1.0,0.0,2.0,4.0,1.0,8.0,1.0,2.0,2.0,3.0,0.0,0.0,5.0,1.0,2.0,3.0,2.0,1.0,2.0,9.0,3.0,2.0,2.0,0.0,2.0,2.0,5.0,2.0,3.0,3.0,1.0,5.0,2.0,7.0
94,6.0,4.0,3.0,0.0,2.0,6.0,2.0,7.0,0.0,5.0,0.0,5.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,2.0,5.0,10.0,0.0,0.0,3.0,2.0,3.0,1.0,9.0,3.0,1.0,2.0,4.0,1.0,1.0,8.0
95,11.0,2.0,2.0,3.0,2.0,2.0,0.0,10.0,0.0,1.0,1.0,3.0,1.0,0.0,6.0,2.0,1.0,6.0,0.0,2.0,3.0,9.0,0.0,2.0,5.0,1.0,1.0,2.0,7.0,3.0,2.0,0.0,2.0,3.0,2.0,12.0
96,12.0,1.0,3.0,1.0,3.0,2.0,4.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,4.0,3.0,0.0,1.0,0.0,3.0,1.0,4.0,2.0,3.0,2.0,1.0,5.0,1.0,2.0,3.0,1.0,3.0,1.0,7.0
97,9.0,3.0,2.0,0.0,1.0,2.0,3.0,9.0,3.0,3.0,5.0,0.0,4.0,4.0,10.0,4.0,2.0,2.0,5.0,1.0,1.0,10.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,0.0,3.0,3.0,5.0
98,11.0,0.0,2.0,0.0,3.0,2.0,2.0,9.0,4.0,2.0,1.0,3.0,2.0,4.0,8.0,3.0,2.0,0.0,1.0,1.0,4.0,9.0,3.0,2.0,1.0,2.0,2.0,2.0,12.0,1.0,2.0,1.0,3.0,3.0,1.0,10.0
99,4.0,2.0,7.0,0.0,2.0,2.0,1.0,5.0,7.0,2.0,2.0,2.0,3.0,1.0,4.0,0.0,3.0,2.0,2.0,3.0,2.0,6.0,5.0,2.0,4.0,0.0,2.0,2.0,12.0,4.0,0.0,3.0,1.0,6.0,1.0,9.0
100,3.0,0.0,1.0,1.0,3.0,2.0,3.0,6.0,1.0,0.0,3.0,1.0,2.0,2.0,6.0,1.0,4.0,5.0,2.0,0.0,3.0,9.0,2.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,7.0
101,8.0,3.0,2.0,1.0,3.0,2.0,2.0,7.0,2.0,3.0,0.0,6.0,3.0,0.0,9.0,7.0,4.0,3.0,4.0,3.0,2.0,3.0,0.0,2.0,7.0,1.0,1.0,2.0,13.0,0.0,4.0,1.0,2.0,0.0,2.0,10.0
102,6.0,2.0,0.0,6.0,1.0,3.0,5.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,7.0,2.0,1.0,1.0,3.0,3.0,2.0,6.0,1.0,4.0,4.0,3.0,1.0,2.0,10.0,1.0,3.0,2.0,2.0,1.0,2.0,6.0
103,7.0,2.0,4.0,3.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,4.0,9.0,5.0,2.0,2.0,1.0,2.0,4.0,7.0,1.0,4.0,1.0,2.0,0.0,5.0,13.0,4.0,1.0,1.0,2.0,3.0,1.0,13.0
104,9.0,4.0,3.0,2.0,1.0,5.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,9.0,2.0,5.0,2.0,2.0,0.0,3.0,10.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
105,7.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,3.0,1.0,0.0,9.0,4.0,3.0,2.0,2.0,2.0,2.0,11.0,0.0,1.0,1.0,3.0,1.0,4.0,6.0,0.0,1.0,2.0,2.0,1.0,2.0,13.0
106,13.0,5.0,2.0,0.0,1.0,1.0,2.0,8.0,0.0,3.0,3.0,3.0,1.0,5.0,9.0,1.0,4.0,2.0,1.0,0.0,0.0,5.0,2.0,5.0,2.0,4.0,2.0,0.0,9.0,2.0,1.0,0.0,4.0,2.0,2.0,4.0
107,9.0,1.0,5.0,1.0,5.0,0.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,0.0,9.0,3.0,3.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,0.0,4.0,2.0,0.0,6.0,0.0,1.0,2.0,2.0,1.0,1.0,6.0
108,8.0,2.0,3.0,2.0,1.0,2.0,2.0,11.0,3.0,3.0,1.0,2.0,1.0,1.0,9.0,2.0,1.0,2.0,4.0,3.0,4.0,5.0,2.0,0.0,1.0,2.0,2.0,3.0,8.0,2.0,1.0,2.0,0.0,0.0,0.0,12.0
109,5.0,1.0,1.0,1.0,0.0,4.0,1.0,10.0,1.0,1.0,2.0,2.0,1.0,0.0,6.0,4.0,1.0,1.0,0.0,2.0,1.0,13.0,2.0,1.0,4.0,0.0,2.0,3.0,10.0,1.0,0.0,1.0,1.0,3.0,1.0,6.0
110,8.0,2.0,3.0,1.0,1.0,3.0,2.0,7.0,3.0,1.0,3.0,0.0,2.0,6.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,8.0,1.0,5.0,3.0,2.0,2.0,4.0,6.0,3.0,2.0,2.0,1.0,4.0,1.0,4.0
111,6.0,0.0,1.0,5.0,3.0,1.0,2.0,7.0,3.0,1.0,0.0,3.0,4.0,1.0,7.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,5.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0
112,13.0,4.0,2.0,4.0,2.0,2.0,2.0,7.0,2.0,0.0,1.0,4.0,1.0,2.0,11.0,2.0,0.0,0.0,3.0,4.0,1.0,8.0,2.0,2.0,1.0,1.0,3.0,3.0,12.0,4.0,2.0,5.0,3.0,1.0,4.0,5.0
113,4.0,3.0,4.0,1.0,0.0,1.0,1.0,9.0,2.0,5.0,2.0,1.0,1.0,2.0,11.0,0.0,2.0,3.0,1.0,4.0,3.0,6.0,4.0,3.0,1.0,5.0,5.0,1.0,6.0,2.0,0.0,3.0,4.0,1.0,4.0,17.0
114,9.0,2.0,3.0,3.0,4.0,2.0,1.0,7.0,1.0,3.0,2.0,1.0,0.0,0.0,7.0,2.0,1.0,5.0,0.0,4.0,3.0,8.0,4.0,0.0,1.0,4.0,2.0,5.0,9.0,1.0,2.0,3.0,2.0,0.0,1.0,10.0
115,4.0,0.0,4.0,4.0,3.0,4.0,4.0,10.0,1.0,2.0,1.0,1.0,1.0,3.0,10.0,7.0,2.0,1.0,2.0,1.0,0.0,5.0,1.0,4.0,0.0,2.0,0.0,2.0,9.0,0.0,2.0,0.0,1.0,2.0,3.0,8.0
116,12.0,2.0,2.0,5.0,0.0,2.0,2.0,10.0,1.0,2.0,0.0,2.0,1.0,2.0,5.0,3.0,3.0,4.0,3.0,1.0,2.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,2.0,2.0,3.0,0.0,1.0,11.0
117,5.0,2.0,0.0,2.0,1.0,2.0,5.0,9.0,4.0,1.0,4.0,1.0,2.0,3.0,8.0,1.0,2.0,4.0,4.0,4.0,1.0,9.0,3.0,0.0,3.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,4.0,1.0,4.0,7.0
118,9.0,2.0,1.0,2.0,3.0,1.0,0.0,6.0,2.0,1.0,3.0,1.0,2.0,1.0,6.0,2.0,2.0,3.0,2.0,1.0,2.0,11.0,3.0,2.0,4.0,0.0,2.0,5.0,5.0,5.0,1.0,5.0,2.0,1.0,2.0,6.0
119,5.0,1.0,0.0,0.0,1.0,3.0,0.0,6.0,3.0,1.0,1.0,5.0,1.0,1.0,11.0,3.0,0.0,1.0,2.0,2.0,1.0,8.0,4.0,1.0,3.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,0.0,2.0,5.0,6.0
120,8.0,1.0,1.0,1.0,1.0,3.0,1.0,9.0,1.0,2.0,1.0,2.0,3.0,1.0,5.0,4.0,5.0,1.0,2.0,4.0,2.0,4.0,2.0,0.0,2.0,3.0,2.0,1.0,13.0,2.0,0.0,1.0,1.0,1.0,2.0,8.0
121,11.0,1.0,2.0,2.0,7.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,3.0,15.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,2.0,6.0
122,5.0,3.0,3.0,1.0,0.0,4.0,0.0,12.0,1.0,0.0,1.0,1.0,2.0,2.0,9.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,0.0,2.0,4.0,3.0,3.0,1.0,8.0,3.0,0.0,0.0,1.0,2.0,4.0,7.0
123,9.0,2.0,2.0,1.0,3.0,1.0,3.0,8.0,2.0,1.0,2.0,3.0,0.0,2.0,9.0,4.0,6.0,2.0,1.0,5.0,4.0,6.0,0.0,2.0,3.0,0.0,2.0,2.0,8.0,3.0,4.0,1.0,4.0,1.0,1.0,6.0
124,7.0,2.0,2.0,2.0,1.0,5.0,2.0,7.0,5.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,5.0,2.0,2.0,1.0,2.0,7.0,3.0,3.0,1.0,3.0,0.0,1.0,11.0,2.0,2.0,1.0,5.0,3.0,3.0,15.0
125,8.0,1.0,1.0,5.0,2.0,1.0,3.0,10.0,2.0,3.0,1.0,1.0,0.0,3.0,6.0,1.0,3.0,2.0,3.0,1.0,4.0,8.0,2.0,4.0,0.0,1.0,1.0,1.0,8.0,2.0,3.0,3.0,3.0,4.0,3.0,12.0
126,8.0,0.0,1.0,1.0,1.0,7.0,2.0,13.0,4.0,2.0,1.0,1.0,3.0,2.0,7.0,4.0,2.0,7.0,3.0,5.0,1.0,6.0,3.0,1.0,2.0,1.0,0.0,2.0,8.0,0.0,4.0,1.0,1.0,1.0,4.0,10.0
127,6.0,3.0,4.0,1.0,0.0,4.0,2.0,9.0,1.0,1.0,0.0,2.0,3.0,1.0,12.0,1.0,3.0,2.0,0.0,2.0,3.0,10.0,4.0,0.0,1.0,0.0,1.0,4.0,4.0,2.0,3.0,5.0,1.0,1.0,2.0,8.0
128,5.0,3.0,4.0,1.0,1.0,3.0,1.0,9.0,2.0,2.0,3.0,4.0,2.0,4.0,9.0,3.0,1.0,3.0,1.0,3.0,6.0,9.0,2.0,3.0,0.0,2.0,4.0,3.0,10.0,1.0,0.0,3.0,1.0,3.0,1.0,7.0
129,14.0,2.0,2.0,3.0,1.0,1.0,2.0,8.0,1.0,3.0,0.0,3.0,1.0,0.0,13.0,5.0,5.0,0.0,2.0,3.0,2.0,9.0,1.0,4.0,1.0,3.0,3.0,2.0,14.0,2.0,1.0,4.0,0.0,3.0,0.0,8.0
130,5.0,3.0,3.0,2.0,1.0,0.0,2.0,6.0,0.0,1.0,3.0,0.0,1.0,4.0,8.0,2.0,2.0,2.0,4.0,0.0,2.0,7.0,1.0,0.0,4.0,5.0,2.0,1.0,5.0,0.0,1.0,2.0,3.0,2.0,1.0,6.0
131,4.0,2.0,4.0,4.0,1.0,3.0,3.0,10.0,3.0,0.0,4.0,4.0,5.0,3.0,6.0,1.0,2.0,0.0,2.0,3.0,2.0,10.0,2.0,2.0,0.0,4.0,6.0,2.0,7.0,2.0,3.0,2.0,2.0,1.0,3.0,10.0
132,7.0,3.0,3.0,1.0,3.0,2.0,1.0,12.0,2.0,0.0,2.0,3.0,1.0,1.0,13.0,5.0,2.0,3.0,2.0,1.0,1.0,12.0,2.0,3.0,3.0,1.0,0.0,3.0,5.0,0.0,2.0,2.0,5.0,1.0,2.0,12.0
133,6.0,1.0,2.0,1.0,3.0,3.0,0.0,6.0,7.0,2.0,3.0,3.0,1.0,0.0,7.0,5.0,5.0,2.0,3.0,3.0,2.0,6.0,2.0,2.0,3.0,2.0,3.0,1.0,11.0,3.0,1.0,2.0,3.0,1.0,2.0,13.0
134,6.0,3.0,2.0,2.0,4.0,2.0,3.0,7.0,4.0,3.0,3.0,2.0,1.0,3.0,8.0,2.0,3.0,1.0,3.0,4.0,1.0,11.0,3.0,2.0,0.0,1.0,2.0,0.0,10.0,1.0,2.0,2.0,3.0,4.0,1.0,9.0
135,8.0,1.0,5.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,0.0,1.0,3.0,10.0,2.0,0.0,0.0,3.0,3.0,1.0,10.0,4.0,2.0,3.0,1.0,1.0,3.0,15.0,1.0,1.0,0.0,1.0,3.0,0.0,5.0
136,5.0,2.0,3.0,3.0,2.0,2.0,0.0,9.0,1.0,3.0,1.0,0.0,2.0,1.0,11.0,2.0,0.0,3.0,1.0,1.0,2.0,7.0,1.0,2.0,1.0,2.0,5.0,2.0,7.0,0.0,2.0,2.0,2.0,3.0,4.0,8.0
137,4.0,1.0,3.0,3.0,2.0,1.0,4.0,12.0,1.0,4.0,0.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,1.0,0.0,2.0,12.0,0.0,1.0,2.0,1.0,2.0,1.0,9.0,2.0,0.0,1.0,2.0,1.0,2.0,8.0
138,8.0,3.0,3.0,3.0,1.0,3.0,3.0,9.0,0.0,0.0,2.0,4.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,3.0,0.0,8.0,0.0,0.0,3.0,2.0,1.0,3.0,8.0,2.0,3.0,1.0,3.0,0.0,4.0,3.0
139,8.0,1.0,4.0,0.0,0.0,2.0,0.0,9.0,1.0,1.0,6.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,3.0,10.0,2.0,1.0,1.0,0.0,2.0,2.0,7.0,1.0,3.0,0.0,4.0,3.0,4.0,12.0
140,11.0,4.0,2.0,2.0,2.0,2.0,3.0,8.0,3.0,3.0,2.0,2.0,0.0,1.0,7.0,3.0,7.0,0.0,3.0,2.0,4.0,7.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,8.0
141,9.0,2.0,2.0,1.0,1.0,1.0,2.0,10.0,5.0,1.0,0.0,0.0,1.0,3.0,15.0,0.0,4.0,1.0,0.0,2.0,6.0,6.0,1.0,2.0,0.0,1.0,2.0,2.0,11.0,2.0,2.0,4.0,3.0,2.0,1.0,5.0
142,11.0,3.0,3.0,2.0,1.0,0.0,1.0,9.0,4.0,3.0,3.0,1.0,4.0,4.0,10.0,1.0,1.0,3.0,1.0,1.0,6.0,8.0,6.0,1.0,1.0,1.0,0.0,2.0,6.0,1.0,0.0,5.0,1.0,1.0,3.0,3.0
143,7.0,2.0,2.0,2.0,2.0,6.0,6.0,8.0,0.0,2.0,3.0,1.0,1.0,0.0,6.0,0.0,3.0,1.0,0.0,5.0,2.0,10.0,2.0,3.0,7.0,1.0,5.0,1.0,8.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0
144,9.0,3.0,1.0,2.0,1.0,3.0,3.0,14.0,2.0,2.0,1.0,0.0,1.0,2.0,8.0,1.0,2.0,3.0,1.0,5.0,1.0,5.0,1.0,1.0,2.0,4.0,4.0,1.0,9.0,1.0,3.0,3.0,6.0,2.0,2.0,8.0
145,10.0,0.0,3.0,0.0,3.0,0.0,1.0,6.0,1.0,2.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,9.0,1.0,4.0,1.0,4.0,1.0,5.0,7.0
146,6.0,1.0,2.0,3.0,3.0,2.0,0.0,5.0,0.0,1.0,1.0,3.0,2.0,1.0,11.0,5.0,4.0,1.0,3.0,2.0,5.0,10.0,2.0,3.0,3.0,4.0,0.0,2.0,4.0,0.0,5.0,0.0,3.0,3.0,4.0,12.0
147,5.0,1.0,3.0,1.0,3.0,1.0,2.0,9.0,1.0,3.0,3.0,3.0,1.0,3.0,12.0,2.0,0.0,5.0,1.0,4.0,0.0,9.0,3.0,0.0,1.0,6.0,0.0,1.0,6.0,1.0,4.0,7.0,2.0,2.0,2.0,12.0
148,9.0,3.0,2.0,1.0,1.0,2.0,2.0,10.0,0.0,1.0,3.0,1.0,3.0,3.0,8.0,1.0,1.0,0.0,2.0,1.0,3.0,8.0,2.0,2.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,0.0,2.0,1.0,3.0,7.0
149,10.0,3.0,1.0,0.0,2.0,6.0,1.0,11.0,0.0,1.0,3.0,1.0,0.0,3.0,9.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,3.0,5.0,2.0,7.0,4.0,5.0,1.0,3.0,3.0,0.0,16.0
150,8.0,1.0,2.0,3.0,3.0,3.0,1.0,8.0,0.0,2.0,2.0,2.0,2.0,2.0,8.0,2.0,4.0,1.0,1.0,0.0,1.0,6.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,8.0
151,8.0,1.0,1.0,2.0,1.0,1.0,5.0,13.0,3.0,0.0,3.0,1.0,4.0,2.0,10.0,5.0,6.0,3.0,2.0,2.0,2.0,9.0,0.0,3.0,2.0,2.0,2.0,2.0,11.0,2.0,3.0,1.0,2.0,2.0,1.0,10.0
152,11.0,1.0,1.0,1.0,1.0,2.0,4.0,7.0,2.0,0.0,5.0,3.0,6.0,3.0,11.0,4.0,2.0,1.0,1.0,2.0,2.0,11.0,1.0,1.0,2.0,1.0,5.0,0.0,7.0,0.0,1.0,2.0,1.0,2.0,3.0,6.0
153,9.0,1.0,0.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,6.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,3.0,2.0,5.0,4.0
154,11.0,2.0,3.0,2.0,2.0,0.0,2.0,7.0,1.0,4.0,1.0,1.0,0.0,1.0,13.0,1.0,0.0,2.0,1.0,3.0,2.0,12.0,0.0,0.0,1.0,6.0,1.0,1.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,9.0
155,5.0,1.0,2.0,0.0,2.0,0.0,4.0,5.0,1.0,4.0,0.0,1.0,1.0,4.0,5.0,2.0,2.0,3.0,1.0,2.0,2.0,11.0,0.0,1.0,2.0,0.0,3.0,2.0,7.0,2.0,2.0,3.0,1.0,4.0,3.0,5.0
156,9.0,0.0,1.0,0.0,4.0,1.0,1.0,5.0,0.0,0.0,1.0,4.0,2.0,2.0,7.0,3.0,1.0,1.0,3.0,5.0,0.0,7.0,1.0,1.0,2.0,0.0,3.0,3.0,8.0,2.0,1.0,0.0,3.0,2.0,3.0,7.0
157,11.0,2.0,1.0,2.0,4.0,2.0,3.0,10.0,2.0,4.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,3.0,3.0,1.0,1.0,7.0,3.0,2.0,1.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,2.0,4.0,0.0,11.0
158,7.0,3.0,2.0,1.0,0.0,1.0,4.0,12.0,1.0,2.0,0.0,4.0,3.0,1.0,9.0,1.0,2.0,3.0,3.0,4.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,8.0,3.0,1.0,3.0,1.0,2.0,0.0,17.0
159,7.0,1.0,0.0,4.0,1.0,0.0,2.0,8.0,3.0,5.0,4.0,3.0,0.0,3.0,6.0,3.0,0.0,5.0,1.0,4.0,1.0,5.0,4.0,1.0,2.0,2.0,0.0,1.0,6.0,3.0,1.0,2.0,1.0,3.0,1.0,5.0
160,8.0,1.0,1.0,1.0,3.0,2.0,0.0,10.0,3.0,1.0,3.0,2.0,2.0,3.0,8.0,0.0,1.0,3.0,1.0,1.0,4.0,4.0,0.0,2.0,0.0,5.0,0.0,2.0,4.0,2.0,0.0,3.0,3.0,2.0,3.0,9.0
161,4.0,1.0,0.0,3.0,0.0,0.0,1.0,5.0,1.0,2.0,2.0,3.0,4.0,5.0,6.0,3.0,0.0,3.0,5.0,2.0,4.0,5.0,0.0,3.0,0.0,4.0,1.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,0.0,5.0
162,10.0,1.0,5.0,4.0,1.0,2.0,3.0,12.0,1.0,3.0,3.0,5.0,2.0,1.0,7.0,0.0,4.0,1.0,3.0,0.0,3.0,4.0,5.0,4.0,2.0,3.0,1.0,1.0,7.0,1.0,3.0,2.0,4.0,4.0,1.0,11.0
163,10.0,2.0,2.0,3.0,0.0,5.0,4.0,9.0,3.0,2.0,0.0,2.0,3.0,1.0,7.0,4.0,2.0,2.0,4.0,1.0,2.0,6.0,3.0,3.0,3.0,1.0,0.0,0.0,12.0,2.0,2.0,0.0,1.0,2.0,3.0,15.0
164,5.0,1.0,4.0,1.0,3.0,2.0,1.0,9.0,3.0,1.0,0.0,4.0,3.0,1.0,6.0,1.0,3.0,1.0,2.0,3.0,1.0,11.0,2.0,0.0,2.0,3.0,0.0,3.0,13.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0
165,5.0,3.0,4.0,1.0,3.0,2.0,2.0,8.0,4.0,2.0,0.0,1.0,1.0,3.0,8.0,2.0,1.0,4.0,1.0,1.0,4.0,6.0,0.0,0.0,3.0,0.0,1.0,1.0,7.0,2.0,1.0,0.0,1.0,2.0,1.0,11.0
166,5.0,3.0,1.0,0.0,2.0,1.0,1.0,9.0,2.0,1.0,0.0,0.0,0.0,3.0,10.0,1.0,2.0,1.0,1.0,1.0,2.0,10.0,1.0,3.0,2.0,0.0,3.0,4.0,10.0,1.0,2.0,5.0,3.0,0.0,2.0,7.0
167,6.0,2.0,3.0,1.0,3.0,0.0,1.0,7.0,3.0,1.0,4.0,5.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,5.0,0.0,11.0,3.0,6.0,0.0,2.0,0.0,1.0,12.0,1.0,3.0,1.0,2.0,3.0,1.0,7.0
168,8.0,2.0,0.0,2.0,1.0,1.0,1.0,10.0,0.0,2.0,0.0,3.0,4.0,3.0,11.0,5.0,2.0,2.0,2.0,4.0,2.0,8.0,3.0,3.0,1.0,4.0,2.0,2.0,9.0,0.0,0.0,4.0,1.0,2.0,5.0,6.0
169,7.0,2.0,1.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,6.0,1.0,1.0,5.0,3.0,1.0,2.0,10.0,2.0,1.0,0.0,1.0,3.0,2.0,8.0,1.0,4.0,1.0,0.0,2.0,1.0,8.0
170,10.0,3.0,2.0,2.0,3.0,3.0,2.0,8.0,2.0,1.0,2.0,1.0,2.0,1.0,10.0,3.0,3.0,2.0,2.0,3.0,2.0,11.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,0.0,2.0,0.0,4.0,7.0
171,11.0,1.0,2.0,2.0,4.0,4.0,6.0,6.0,2.0,1.0,2.0,1.0,0.0,4.0,12.0,1.0,2.0,1.0,2.0,1.0,4.0,15.0,3.0,0.0,1.0,2.0,3.0,1.0,8.0,0.0,1.0,2.0,3.0,1.0,3.0,6.0
172,4.0,0.0,3.0,3.0,1.0,3.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,2.0,9.0,2.0,1.0,2.0,1.0,1.0,0.0,14.0,2.0,1.0,2.0,1.0,3.0,2.0,8.0,0.0,0.0,1.0,1.0,3.0,0.0,6.0
173,7.0,3.0,2.0,2.0,1.0,2.0,5.0,13.0,3.0,2.0,0.0,0.0,1.0,4.0,8.0,0.0,1.0,2.0,2.0,3.0,6.0,11.0,1.0,1.0,0.0,3.0,3.0,3.0,7.0,1.0,2.0,1.0,5.0,3.0,4.0,8.0
174,10.0,0.0,0.0,3.0,1.0,4.0,1.0,9.0,1.0,0.0,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,4.0,2.0,2.0,9.0,4.0,1.0,2.0,2.0,2.0,2.0,10.0,2.0,5.0,2.0,2.0,3.0,5.0,6.0
175,7.0,0.0,0.0,1.0,0.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,6.0,3.0,1.0,1.0,3.0,1.0,3.0,8.0,3.0,2.0,0.0,2.0,3.0,4.0,10.0,1.0,3.0,1.0,3.0,3.0,0.0,4.0
176,1.0,3.0,4.0,3.0,1.0,5.0,1.0,12.0,2.0,3.0,0.0,3.0,0.0,1.0,6.0,1.0,2.0,4.0,1.0,1.0,1.0,11.0,3.0,3.0,3.0,2.0,1.0,1.0,8.0,2.0,4.0,1.0,0.0,1.0,0.0,4.0
177,6.0,3.0,1.0,2.0,1.0,1.0,3.0,9.0,1.0,0.0,0.0,1.0,4.0,1.0,10.0,1.0,3.0,2.0,3.0,1.0,2.0,8.0,2.0,3.0,1.0,2.0,3.0,3.0,9.0,0.0,3.0,4.0,1.0,4.0,2.0,13.0
178,6.0,5.0,2.0,3.0,2.0,5.0,6.0,10.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,3.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0
179,10.0,0.0,5.0,0.0,4.0,5.0,0.0,5.0,2.0,2.0,3.0,1.0,2.0,2.0,11.0,2.0,3.0,2.0,2.0,0.0,2.0,12.0,3.0,2.0,3.0,0.0,1.0,2.0,8.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0
180,5.0,0.0,3.0,1.0,1.0,2.0,3.0,5.0,1.0,4.0,1.0,2.0,1.0,3.0,7.0,3.0,1.0,4.0,0.0,2.0,2.0,8.0,1.0,1.0,3.0,3.0,0.0,2.0,8.0,5.0,1.0,2.0,2.0,2.0,1.0,8.0
181,5.0,2.0,3.0,0.0,2.0,3.0,1.0,11.0,1.0,3.0,2.0,2.0,4.0,2.0,10.0,4.0,1.0,2.0,1.0,4.0,1.0,10.0,0.0,1.0,6.0,3.0,0.0,2.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,6.0
182,12.0,4.0,3.0,6.0,0.0,2.0,0.0,6.0,3.0,0.0,5.0,2.0,4.0,3.0,14.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,0.0,1.0,3.0,1.0,1.0,2.0,9.0
183,7.0,1.0,2.0,1.0,2.0,4.0,2.0,7.0,3.0,3.0,1.0,0.0,2.0,6.0,4.0,2.0,2.0,2.0,1.0,0.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0
184,5.0,1.0,2.0,3.0,0.0,5.0,2.0,8.0,3.0,0.0,1.0,5.0,1.0,1.0,8.0,1.0,3.0,4.0,1.0,2.0,2.0,9.0,2.0,1.0,4.0,3.0,2.0,2.0,11.0,1.0,3.0,3.0,2.0,3.0,2.0,11.0
185,9.0,4.0,4.0,2.0,1.0,1.0,1.0,11.0,4.0,3.0,0.0,0.0,1.0,4.0,6.0,1.0,2.0,3.0,4.0,2.0,2.0,9.0,1.0,1.0,1.0,3.0,3.0,1.0,10.0,1.0,1.0,2.0,1.0,3.0,3.0,11.0
